id_pdc_itinerance,date_origine,date_derniere_vue,n_vues
FRLDLE00002231,2023-12-11,2023-12-25,15
FRLDLE00002232,2023-12-11,2023-12-25,15
FRLDLE00002233,2023-12-11,2023-12-25,15
FRLDLE00002234,2023-12-11,2023-12-25,15
FRLDLE00002235,2023-12-11,2023-12-25,15
FRLDLE00002236,2023-12-11,2023-12-25,15
FRLDLE00002237,2023-12-11,2023-12-25,15
FRLDLE00002238,2023-12-11,2023-12-25,15
FRLDLE00002239,2023-12-11,2023-12-25,15
FRLDLE00002240,2023-12-11,2023-12-25,15
FRLDLE00002241,2023-12-11,2023-12-25,15
FRLDLE00002242,2023-12-11,2023-12-25,15
FRLDLE00002243,2023-12-11,2023-12-25,15
FRLDLE00002244,2023-12-11,2023-12-25,15
FRLDLE00002245,2023-12-11,2023-12-25,15
FRLDLE00002246,2023-12-11,2023-12-25,15
FRLDLE00002247,2023-12-11,2023-12-16,6
FRLDLE00002248,2023-12-11,2023-12-16,6
FRLDLE00002249,2023-12-11,2023-12-25,15
FRLDLE00002250,2023-12-11,2023-12-25,15
FRLDLE00002251,2023-12-11,2023-12-25,15
FRLDLE00002252,2023-12-11,2023-12-25,15
FRLDLE00002253,2023-12-11,2023-12-25,15
FRLDLE00002254,2023-12-11,2023-12-25,15
FRLDLE00002255,2023-12-11,2023-12-25,15
FRLDLE00002256,2023-12-11,2023-12-25,15
FRLDLE00002257,2023-12-11,2023-12-25,15
FRLDLE00002258,2023-12-11,2023-12-25,15
FRLDLE00002259,2023-12-11,2023-12-25,15
FRLDLE00002260,2023-12-11,2023-12-25,15
FRLDLE00002261,2023-12-11,2023-12-25,15
FRLDLE00002262,2023-12-11,2023-12-25,15
FRLDLE00002263,2023-12-11,2023-12-25,15
FRLDLE00002264,2023-12-11,2023-12-25,15
FRLDLE00002265,2023-12-11,2023-12-25,15
FRLDLE00002266,2023-12-11,2023-12-25,15
FRLDLE00002267,2023-12-11,2023-12-25,15
FRLDLE00002268,2023-12-11,2023-12-25,15
FRLDLE00002271,2023-12-11,2023-12-25,15
FRLDLE00002272,2023-12-11,2023-12-25,15
FRLDLE00002273,2023-12-11,2023-12-25,15
FRLDLE00002274,2023-12-11,2023-12-25,15
FRLDLE00002275,2023-12-11,2023-12-25,15
FRLDLE00002276,2023-12-11,2023-12-25,15
FRLDLE00002277,2023-12-11,2023-12-25,15
FRLDLE00002278,2023-12-11,2023-12-25,15
FRLDLE00002279,2023-12-11,2023-12-25,15
FRLDLE00002280,2023-12-11,2023-12-25,15
FRLDLE00002281,2023-12-11,2023-12-25,15
FRLDLE00002282,2023-12-11,2023-12-25,15
FRLDLE00002283,2023-12-11,2023-12-25,15
FRLDLE00002284,2023-12-11,2023-12-25,15
FRLDLE00002285,2023-12-11,2023-12-25,15
FRLDLE00002286,2023-12-11,2023-12-25,15
FRLDLE00002287,2023-12-11,2023-12-25,15
FRLDLE00002288,2023-12-11,2023-12-24,14
FRLDLE00002289,2023-12-11,2023-12-25,15
FRLDLE00002290,2023-12-11,2023-12-25,15
FRLDLE00002291,2023-12-11,2023-12-16,6
FRLDLE00002292,2023-12-11,2023-12-16,6
FRLDLE00002293,2023-12-11,2023-12-25,15
FRLDLE00002294,2023-12-11,2023-12-25,15
FRLDLE00002295,2023-12-11,2023-12-25,15
FRLDLE00002296,2023-12-11,2023-12-25,15
FRLDLE00002297,2023-12-11,2023-12-25,15
FRLDLE00002298,2023-12-11,2023-12-25,15
FRLDLE00002299,2023-12-11,2023-12-25,15
FRLDLE00002300,2023-12-11,2023-12-25,15
FRLDLE00002301,2023-12-11,2023-12-25,15
FRLDLE00002302,2023-12-11,2023-12-25,15
FRLDLE00002303,2023-12-11,2023-12-25,15
FRLDLE00002304,2023-12-11,2023-12-25,15
FRLDLE00002305,2023-12-11,2023-12-25,15
FRLDLE00002306,2023-12-11,2023-12-25,15
FRLDLE00002307,2023-12-11,2023-12-25,15
FRLDLE00002308,2023-12-11,2023-12-25,15
FRLDLE00002309,2023-12-11,2023-12-25,15
FRLDLE00002310,2023-12-11,2023-12-25,15
FRLDLE00002311,2023-12-11,2023-12-25,15
FRLDLE00002312,2023-12-11,2023-12-25,15
FRLDLE00002313,2023-12-11,2023-12-25,15
FRLDLE00002314,2023-12-11,2023-12-25,15
FRLDLE00002315,2023-12-11,2023-12-25,15
FRLDLE00002316,2023-12-11,2023-12-25,15
FRLDLE00002317,2023-12-11,2023-12-25,15
FRLDLE00002318,2023-12-11,2023-12-25,15
FRLDLE00002319,2023-12-11,2023-12-25,15
FRLDLE00002320,2023-12-11,2023-12-25,15
FRLDLE00002323,2023-12-11,2023-12-25,15
FRLDLE00002324,2023-12-11,2023-12-25,15
FRLDLE00002325,2023-12-11,2023-12-25,15
FRLDLE00002326,2023-12-11,2023-12-25,15
FRLDLE00002329,2023-12-11,2023-12-25,15
FRLDLE00002330,2023-12-11,2023-12-25,15
FRLDLE00002331,2023-12-11,2023-12-14,4
FRLDLE00002332,2023-12-11,2023-12-14,4
FRLDLE00002333,2023-12-11,2023-12-25,15
FRLDLE00002334,2023-12-11,2023-12-25,15
FRLDLE00002335,2023-12-11,2023-12-25,15
FRLDLE00002336,2023-12-11,2023-12-25,15
FRLDLE00002337,2023-12-11,2023-12-25,15
FRLDLE00002338,2023-12-11,2023-12-25,15
FRLDLE00002339,2023-12-11,2023-12-25,15
FRLDLE00002340,2023-12-11,2023-12-25,15
FRLDLE00002341,2023-12-11,2023-12-25,15
FRLDLE00002342,2023-12-11,2023-12-25,15
FRLDLE00002343,2023-12-11,2023-12-25,15
FRLDLE00002344,2023-12-11,2023-12-25,15
FRLDLE00002345,2023-12-11,2023-12-25,15
FRLDLE00002346,2023-12-11,2023-12-25,15
FRLDLE00002347,2023-12-11,2023-12-25,15
FRLDLE00002348,2023-12-11,2023-12-25,15
FRLDLE00002349,2023-12-11,2023-12-25,15
FRLDLE00002350,2023-12-11,2023-12-25,15
FRLDLE00002351,2023-12-11,2023-12-25,15
FRLDLE00002352,2023-12-11,2023-12-25,15
FRLDLE00002353,2023-12-11,2023-12-25,15
FRLDLE00002354,2023-12-11,2023-12-25,15
FRLDLE00002355,2023-12-11,2023-12-25,15
FRLDLE00002356,2023-12-11,2023-12-25,15
FRLDLE00002357,2023-12-11,2023-12-25,15
FRLDLE00002358,2023-12-11,2023-12-25,15
FRLDLE00002359,2023-12-11,2023-12-25,15
FRLDLE00002360,2023-12-11,2023-12-25,15
FRLDLE00002361,2023-12-11,2023-12-25,15
FRLDLE00002362,2023-12-11,2023-12-25,15
FRLDLE00002363,2023-12-11,2023-12-25,15
FRLDLE00002364,2023-12-11,2023-12-25,15
FRLDLE00002365,2023-12-11,2023-12-25,15
FRLDLE00002366,2023-12-11,2023-12-25,15
FRLDLE00002367,2023-12-11,2023-12-25,15
FRLDLE00002368,2023-12-11,2023-12-25,15
FRLDLE00002369,2023-12-11,2023-12-25,15
FRLDLE00002370,2023-12-11,2023-12-25,15
FRLDLE00002371,2023-12-11,2023-12-25,15
FRLDLE00002372,2023-12-11,2023-12-25,15
FRLDLE00002373,2023-12-11,2023-12-25,15
FRLDLE00002374,2023-12-11,2023-12-25,15
FRLDLE00002375,2023-12-11,2023-12-25,15
FRLDLE00002376,2023-12-11,2023-12-25,15
FRLDLE00002377,2023-12-11,2023-12-25,15
FRLDLE00002378,2023-12-11,2023-12-25,15
FRLDLE00002379,2023-12-11,2023-12-25,15
FRLDLE00002380,2023-12-11,2023-12-25,15
FRLDLE00002383,2023-12-11,2023-12-25,14
FRLDLE00002384,2023-12-11,2023-12-25,14
FRLDLE00002385,2023-12-11,2023-12-25,15
FRLDLE00002386,2023-12-11,2023-12-25,15
FRLDLE00002387,2023-12-11,2023-12-25,15
FRLDLE00002388,2023-12-11,2023-12-25,15
FRLDLE00002389,2023-12-11,2023-12-25,15
FRLDLE00002390,2023-12-11,2023-12-25,15
FRLDLE00002391,2023-12-11,2023-12-25,15
FRLDLE00002392,2023-12-11,2023-12-25,15
FRLDLE00002393,2023-12-11,2023-12-25,15
FRLDLE00002394,2023-12-11,2023-12-25,15
FRLDLE00002395,2023-12-11,2023-12-25,15
FRLDLE00002396,2023-12-11,2023-12-25,15
FRLDLE00002397,2023-12-11,2023-12-25,15
FRLDLE00002398,2023-12-11,2023-12-25,15
FRLDLE00002399,2023-12-11,2023-12-25,15
FRLDLE00002400,2023-12-11,2023-12-25,15
FRLDLE00002401,2023-12-11,2023-12-25,15
FRLDLE00002402,2023-12-11,2023-12-25,15
FRLDLE00002403,2023-12-11,2023-12-25,15
FRLDLE00002404,2023-12-11,2023-12-25,15
FRLDLE00002417,2023-12-11,2023-12-25,15
FRLDLE00002418,2023-12-11,2023-12-25,15
FRLDLE00002419,2023-12-11,2023-12-25,15
FRLDLE00002420,2023-12-11,2023-12-25,15
FRLDLE00002421,2023-12-11,2023-12-25,15
FRLDLE00002422,2023-12-11,2023-12-25,15
FRLDLE00002424,2023-12-11,2023-12-25,15
FRLDLE00002425,2023-12-11,2023-12-25,15
FRLDLE00002426,2023-12-11,2023-12-25,15
FRLDLE00002433,2023-12-11,2023-12-25,15
FRLDLE00002434,2023-12-11,2023-12-25,15
FRLDLE00002435,2023-12-11,2023-12-25,15
FRLDLE00002436,2023-12-11,2023-12-25,15
FRLDLE00002437,2023-12-11,2023-12-25,15
FRLDLE00002438,2023-12-11,2023-12-25,15
FRLDLE00002439,2023-12-11,2023-12-23,7
FRLDLE00002440,2023-12-11,2023-12-23,7
FRLDLE00002441,2023-12-11,2023-12-25,15
FRLDLE00002442,2023-12-11,2023-12-25,15
FRLDLE00002443,2023-12-11,2023-12-25,15
FRLDLE00002444,2023-12-11,2023-12-25,15
FRLDLE00002445,2023-12-11,2023-12-25,15
FRLDLE00002446,2023-12-11,2023-12-25,15
FRLDLE00002447,2023-12-11,2023-12-25,15
FRLDLE00002448,2023-12-11,2023-12-25,15
FRLDLE00002449,2023-12-11,2023-12-12,2
FRLDLE00002450,2023-12-11,2023-12-12,2
FRLDLE00002451,2023-12-11,2023-12-25,15
FRLDLE00002452,2023-12-11,2023-12-25,15
FRLDLE00002453,2023-12-11,2023-12-25,15
FRLDLE00002454,2023-12-11,2023-12-25,15
FRLDLE00002455,2023-12-11,2023-12-25,15
FRLDLE00002456,2023-12-11,2023-12-25,15
FRLDLE00002457,2023-12-11,2023-12-25,15
FRLDLE00002458,2023-12-11,2023-12-25,15
FRLDLE00002469,2023-12-11,2023-12-25,15
FRLDLE00002470,2023-12-11,2023-12-25,15
FRLDLE00002471,2023-12-11,2023-12-25,15
FRLDLE00002472,2023-12-11,2023-12-25,15
FRLDLE00002477,2023-12-11,2023-12-25,15
FRLDLE00002478,2023-12-11,2023-12-25,15
FRLDLE00002481,2023-12-11,2023-12-25,15
FRLDLE00002482,2023-12-11,2023-12-25,15
FRLDLE00002483,2023-12-11,2023-12-25,15
FRLDLE00002484,2023-12-11,2023-12-25,15
FRLDLE00002485,2023-12-11,2023-12-25,15
FRLDLE00002486,2023-12-11,2023-12-25,15
FRLDLE00002487,2023-12-11,2023-12-25,15
FRLDLE00002488,2023-12-11,2023-12-25,15
FRLDLE00002489,2023-12-11,2023-12-25,15
FRLDLE00002490,2023-12-11,2023-12-25,15
FRLDLE00002495,2023-12-11,2023-12-25,15
FRLDLE00002496,2023-12-11,2023-12-25,15
FRLDLE00002497,2023-12-11,2023-12-25,15
FRLDLE00002498,2023-12-11,2023-12-25,15
FRLDLE00002499,2023-12-11,2023-12-25,15
FRLDLE00002500,2023-12-11,2023-12-25,15
FRLDLE00002501,2023-12-11,2023-12-25,15
FRLDLE00002502,2023-12-11,2023-12-25,15
FRLDLE00002503,2023-12-11,2023-12-25,15
FRLDLE00002504,2023-12-11,2023-12-25,15
FRLDLE00002505,2023-12-11,2023-12-25,15
FRLDLE00002506,2023-12-11,2023-12-25,15
FRLDLE00002507,2023-12-11,2023-12-25,15
FRLDLE00002508,2023-12-11,2023-12-25,15
FRLDLE00002511,2023-12-11,2023-12-25,13
FRLDLE00002512,2023-12-11,2023-12-25,15
FRLDLE00002513,2023-12-11,2023-12-25,15
FRLDLE00002514,2023-12-11,2023-12-25,15
FRLDLE00002515,2023-12-11,2023-12-25,15
FRLDLE00002516,2023-12-11,2023-12-25,15
FRLDLE00002517,2023-12-11,2023-12-25,15
FRLDLE00002518,2023-12-11,2023-12-25,15
FRLDLE00002519,2023-12-11,2023-12-25,15
FRLDLE00002520,2023-12-11,2023-12-25,15
FRLDLE00002521,2023-12-11,2023-12-25,15
FRLDLE00002522,2023-12-11,2023-12-25,15
FRLDLE00002525,2023-12-11,2023-12-25,15
FRLDLE00002526,2023-12-11,2023-12-25,15
FRLDLE00002527,2023-12-11,2023-12-25,15
FRLDLE00002529,2023-12-11,2023-12-25,15
FRLDLE00002530,2023-12-11,2023-12-25,15
FRLDLE00002541,2023-12-11,2023-12-25,15
FRLDLE00002542,2023-12-11,2023-12-25,15
FRLDLE00002543,2023-12-11,2023-12-25,15
FRLDLE00002544,2023-12-11,2023-12-25,15
FRLDLE00002545,2023-12-11,2023-12-25,15
FRLDLE00002546,2023-12-11,2023-12-25,15
FRLDLE00002547,2023-12-11,2023-12-25,15
FRLDLE00002548,2023-12-11,2023-12-25,15
FRLDLE00002549,2023-12-11,2023-12-25,15
FRLDLE00002550,2023-12-11,2023-12-25,15
FRLDLE00002551,2023-12-11,2023-12-25,15
FRLDLE00002552,2023-12-11,2023-12-25,15
FRLDLE00002554,2023-12-11,2023-12-25,15
FRLDLE00002560,2023-12-11,2023-12-25,15
FRLDLE00002561,2023-12-11,2023-12-25,15
FRLDLE00002562,2023-12-11,2023-12-25,15
FRLDLE00002563,2023-12-11,2023-12-25,15
FRLDLE00002564,2023-12-11,2023-12-25,15
FRLDLE00002565,2023-12-11,2023-12-25,15
FRLDLE00002566,2023-12-11,2023-12-25,15
FRLDLE00002567,2023-12-11,2023-12-25,15
FRLDLE00002568,2023-12-11,2023-12-25,15
FRLDLE00002569,2023-12-11,2023-12-25,15
FRLDLE00002601,2023-12-11,2023-12-25,15
FRLDLE00002602,2023-12-11,2023-12-25,13
FRLDLE00002603,2023-12-11,2023-12-25,15
FRLDLE00002604,2023-12-11,2023-12-25,15
FRLDLE00002605,2023-12-11,2023-12-25,15
FRLDLE00002606,2023-12-11,2023-12-25,15
FRLDLE00002607,2023-12-11,2023-12-25,15
FRLDLE00002608,2023-12-11,2023-12-25,15
FRLDLE00002609,2023-12-11,2023-12-25,15
FRLDLE00002611,2023-12-11,2023-12-25,15
FRLDLE00002612,2023-12-11,2023-12-25,15
FRLDLE00002613,2023-12-11,2023-12-25,15
FRLDLE00002614,2023-12-11,2023-12-25,15
FRLDLE00002615,2023-12-11,2023-12-25,15
FRLDLE00002617,2023-12-11,2023-12-15,5
FRLDLE00002618,2023-12-11,2023-12-25,15
FRLDLE00002619,2023-12-11,2023-12-25,15
FRLDLE00002620,2023-12-11,2023-12-25,15
FRLDLE00002621,2023-12-11,2023-12-25,15
FRLDLE00002622,2023-12-11,2023-12-25,15
FRLDLE00002623,2023-12-11,2023-12-25,15
FRLDLE00002624,2023-12-11,2023-12-25,15
FRLDLE00002625,2023-12-11,2023-12-25,15
FRLDLE00002626,2023-12-11,2023-12-25,15
FRLDLE00002627,2023-12-11,2023-12-25,15
FRLDLE00002628,2023-12-11,2023-12-25,15
FRLDLE00002629,2023-12-11,2023-12-25,10
FRLDLE00002630,2023-12-11,2023-12-25,10
FRLDLE00002631,2023-12-11,2023-12-25,15
FRLDLE00002632,2023-12-11,2023-12-25,15
FRLDLE00002633,2023-12-11,2023-12-25,15
FRLDLE00002634,2023-12-11,2023-12-25,15
FRLDLE00002635,2023-12-11,2023-12-25,15
FRLDLE00002636,2023-12-11,2023-12-25,15
FRLDLE00002637,2023-12-11,2023-12-25,15
FRLDLE00002638,2023-12-11,2023-12-25,15
FRLDLE00002639,2023-12-11,2023-12-25,15
FRLDLE00002640,2023-12-11,2023-12-25,15
FRLDLE00002641,2023-12-11,2023-12-25,15
FRLDLE00002642,2023-12-11,2023-12-25,15
FRLDLE00002643,2023-12-11,2023-12-24,14
FRLDLE00002644,2023-12-11,2023-12-24,14
FRLDLE00002645,2023-12-11,2023-12-25,14
FRLDLE00002646,2023-12-11,2023-12-25,14
FRLDLE00002647,2023-12-11,2023-12-25,15
FRLDLE00002648,2023-12-11,2023-12-25,15
FRLDLE00002649,2023-12-11,2023-12-25,15
FRLDLE00002650,2023-12-11,2023-12-25,15
FRLDLE00002651,2023-12-11,2023-12-25,15
FRLDLE00002652,2023-12-11,2023-12-25,15
FRLDLE00002655,2023-12-11,2023-12-25,15
FRLDLE00002656,2023-12-11,2023-12-25,15
FRLDLE00002657,2023-12-11,2023-12-25,15
FRLDLE00002658,2023-12-11,2023-12-25,15
FRLDLE00002661,2023-12-11,2023-12-20,7
FRLDLE00002662,2023-12-11,2023-12-20,7
FRLDLE00002663,2023-12-11,2023-12-25,15
FRLDLE00002664,2023-12-11,2023-12-25,15
FRLDLE00002665,2023-12-11,2023-12-25,15
FRLDLE00002666,2023-12-11,2023-12-25,15
FRLDLE00002691,2023-12-11,2023-12-25,15
FRLDLE00002692,2023-12-11,2023-12-25,15
FRLDLE00002693,2023-12-11,2023-12-25,15
FRLDLE00002697,2023-12-11,2023-12-25,15
FRLDLE00002698,2023-12-11,2023-12-25,15
FRLDLE00002699,2023-12-11,2023-12-25,15
FRLDLE00002701,2023-12-11,2023-12-25,15
FRLDLE00002702,2023-12-11,2023-12-25,15
FRLDLE00002703,2023-12-11,2023-12-25,15
FRLDLE00002704,2023-12-11,2023-12-25,15
FRLDLE00002705,2023-12-11,2023-12-25,15
FRLDLE00002706,2023-12-11,2023-12-25,15
FRLDLE00002707,2023-12-11,2023-12-25,15
FRLDLE00002709,2023-12-11,2023-12-16,6
FRLDLE00002710,2023-12-11,2023-12-16,6
FRLDLE00002711,2023-12-11,2023-12-16,6
FRLDLE00002713,2023-12-11,2023-12-25,15
FRLDLE00002714,2023-12-11,2023-12-25,15
FRLDLE00002715,2023-12-11,2023-12-25,15
FRLDLE00002716,2023-12-11,2023-12-25,15
FRLDLE00002717,2023-12-11,2023-12-25,15
FRLDLE00002721,2023-12-11,2023-12-25,15
FRLDLE00002722,2023-12-11,2023-12-25,15
FRLDLE00002723,2023-12-11,2023-12-25,15
FRLDLE00002725,2023-12-11,2023-12-25,15
FRLDLE00002726,2023-12-11,2023-12-25,15
FRLDLE00002727,2023-12-11,2023-12-25,15
FRLDLE00002728,2023-12-11,2023-12-25,15
FRLDLE00002729,2023-12-11,2023-12-25,15
FRLDLE00002731,2023-12-11,2023-12-25,15
FRLDLE00002732,2023-12-11,2023-12-25,15
FRLDLE00002733,2023-12-11,2023-12-25,15
FRLDLE00002734,2023-12-11,2023-12-25,15
FRLDLE00002735,2023-12-11,2023-12-25,15
FRLDLE00002737,2023-12-11,2023-12-25,15
FRLDLE00002738,2023-12-11,2023-12-25,15
FRLDLE00002739,2023-12-11,2023-12-25,15
FRLDLE00002740,2023-12-11,2023-12-25,15
FRLDLE00002741,2023-12-11,2023-12-25,15
FRLDLE00002743,2023-12-11,2023-12-25,15
FRLDLE00002744,2023-12-11,2023-12-25,15
FRLDLE00002749,2023-12-11,2023-12-25,15
FRLDLE00002750,2023-12-11,2023-12-25,15
FRLDLE00002755,2023-12-11,2023-12-25,15
FRLDLE00002756,2023-12-11,2023-12-25,15
FRLDLE00002758,2023-12-11,2023-12-25,15
FRLDLE00002759,2023-12-11,2023-12-25,15
FRLDLE00002761,2023-12-11,2023-12-25,15
FRLDLE00002762,2023-12-11,2023-12-25,15
FRLDLE00002763,2023-12-11,2023-12-25,15
FRLDLE00002764,2023-12-11,2023-12-25,15
FRLDLE00002765,2023-12-11,2023-12-25,15
FRLDLE00002767,2023-12-11,2023-12-25,15
FRLDLE00002768,2023-12-11,2023-12-25,15
FRLDLE00002769,2023-12-11,2023-12-25,15
FRLDLE00002770,2023-12-11,2023-12-25,15
FRLDLE00002771,2023-12-11,2023-12-25,15
FRLDLE00002773,2023-12-11,2023-12-25,15
FRLDLE00002774,2023-12-11,2023-12-25,15
FRLDLE00002775,2023-12-11,2023-12-25,15
FRLDLE00002776,2023-12-11,2023-12-25,15
FRLDLE00002777,2023-12-11,2023-12-25,15
FRLDLE00002779,2023-12-11,2023-12-25,15
FRLDLE00002780,2023-12-11,2023-12-25,15
FRLDLE00002781,2023-12-11,2023-12-25,15
FRLDLE00002782,2023-12-11,2023-12-25,15
FRLDLE00002783,2023-12-11,2023-12-25,15
FRLDLE00002793,2023-12-11,2023-12-24,5
FRLDLE00002794,2023-12-11,2023-12-25,15
FRLDLE00002795,2023-12-11,2023-12-25,15
FRLDLE00002799,2023-12-11,2023-12-25,15
FRLDLE00002800,2023-12-11,2023-12-25,15
FRLDLE00002801,2023-12-11,2023-12-25,15
FRLDLE00002803,2023-12-11,2023-12-25,15
FRLDLE00002804,2023-12-11,2023-12-25,15
FRLDLE00002805,2023-12-11,2023-12-25,15
FRLDLE00002806,2023-12-11,2023-12-25,15
FRLDLE00002807,2023-12-11,2023-12-25,15
FRLDLE00002809,2023-12-11,2023-12-25,15
FRLDLE00002810,2023-12-11,2023-12-25,15
FRLDLE00002811,2023-12-11,2023-12-25,15
FRLDLE00002812,2023-12-11,2023-12-25,15
FRLDLE00002813,2023-12-11,2023-12-25,15
FRLDLE00002815,2023-12-11,2023-12-25,15
FRLDLE00002816,2023-12-11,2023-12-25,15
FRLDLE00002817,2023-12-11,2023-12-25,14
FRLDLE00002818,2023-12-11,2023-12-25,15
FRLDLE00002819,2023-12-11,2023-12-25,15
FRLDLE00002821,2023-12-11,2023-12-25,15
FRLDLE00002822,2023-12-11,2023-12-25,15
FRLDLE00002823,2023-12-11,2023-12-25,15
FRLDLE00002824,2023-12-11,2023-12-25,15
FRLDLE00002825,2023-12-11,2023-12-25,15
FRLDLE00002827,2023-12-11,2023-12-25,15
FRLDLE00002828,2023-12-11,2023-12-25,15
FRLDLE00002829,2023-12-11,2023-12-25,15
FRLDLE00002830,2023-12-11,2023-12-25,15
FRLDLE00002831,2023-12-11,2023-12-25,15
FRLDLE00002832,2023-12-11,2023-12-25,15
FRLDLE00002833,2023-12-11,2023-12-25,15
FRLDLE00002834,2023-12-11,2023-12-25,15
FRLDLE00002835,2023-12-11,2023-12-25,15
FRLDLE00002836,2023-12-11,2023-12-25,15
FRLDLE00002841,2023-12-11,2023-12-25,15
FRLDLE00002842,2023-12-11,2023-12-25,15
FRLDLE00002845,2023-12-11,2023-12-25,15
FRLDLE00002846,2023-12-11,2023-12-25,15
FRLDLE00002847,2023-12-11,2023-12-25,15
FRLDLE00002848,2023-12-11,2023-12-25,15
FRLDLE00002849,2023-12-11,2023-12-25,15
FRLDLE00002850,2023-12-11,2023-12-25,15
FRLDLE00002851,2023-12-11,2023-12-25,15
FRLDLE00002852,2023-12-11,2023-12-25,15
FRLDLE00002853,2023-12-11,2023-12-25,15
FRLDLE00002854,2023-12-11,2023-12-25,15
FRLDLE00002871,2023-12-11,2023-12-25,15
FRLDLE00002872,2023-12-11,2023-12-25,15
FRLDLE00002873,2023-12-11,2023-12-25,15
FRLDLE00002874,2023-12-11,2023-12-25,15
FRLDLE00002875,2023-12-11,2023-12-25,15
FRLDLE00002876,2023-12-11,2023-12-25,15
FRLDLE00002877,2023-12-11,2023-12-25,14
FRLDLE00002878,2023-12-11,2023-12-25,14
FRLDLE00002879,2023-12-11,2023-12-25,15
FRLDLE00002880,2023-12-11,2023-12-25,15
FRLDLE00002881,2023-12-11,2023-12-25,15
FRLDLE00002882,2023-12-11,2023-12-25,15
FRLDLE00002883,2023-12-11,2023-12-25,15
FRLDLE00002884,2023-12-11,2023-12-25,15
FRLDLE00002885,2023-12-11,2023-12-25,15
FRLDLE00002886,2023-12-11,2023-12-25,15
FRLDLE00002887,2023-12-11,2023-12-25,15
FRLDLE00002888,2023-12-11,2023-12-25,15
FRLDLE00002889,2023-12-11,2023-12-25,15
FRLDLE00002890,2023-12-11,2023-12-25,15
FRLDLE00002895,2023-12-11,2023-12-25,15
FRLDLE00002896,2023-12-11,2023-12-25,15
FRLDLE00002899,2023-12-11,2023-12-25,15
FRLDLE00002900,2023-12-11,2023-12-25,15
FRLDLE00002901,2023-12-11,2023-12-16,6
FRLDLE00002902,2023-12-11,2023-12-16,6
FRLDLE00002903,2023-12-11,2023-12-16,6
FRLDLE00002904,2023-12-11,2023-12-16,6
FRLDLE00002905,2023-12-11,2023-12-16,6
FRLDLE00002906,2023-12-11,2023-12-16,6
FRLDLE00002908,2023-12-11,2023-12-16,6
FRLDLE00002909,2023-12-11,2023-12-16,6
FRLDLE00002910,2023-12-11,2023-12-16,6
FRLDLE00002911,2023-12-11,2023-12-25,15
FRLDLE00002912,2023-12-11,2023-12-25,15
FRLDLE00002913,2023-12-11,2023-12-25,15
FRLDLE00002914,2023-12-11,2023-12-25,15
FRLDLE00002915,2023-12-11,2023-12-25,15
FRLDLE00002916,2023-12-11,2023-12-25,15
FRLDLE00002917,2023-12-11,2023-12-25,15
FRLDLE00002918,2023-12-11,2023-12-25,15
FRLDLE00002919,2023-12-11,2023-12-16,6
FRLDLE00002920,2023-12-11,2023-12-16,6
FRLDLE00002921,2023-12-11,2023-12-16,6
FRLDLE00002922,2023-12-11,2023-12-16,6
FRLDLE00002923,2023-12-11,2023-12-16,6
FRLDLE00002924,2023-12-11,2023-12-16,6
FRLDLE00002925,2023-12-11,2023-12-16,6
FRLDLE00002926,2023-12-11,2023-12-16,6
FRLDLE00002927,2023-12-11,2023-12-16,6
FRLDLE00002928,2023-12-11,2023-12-16,6
FRLDLE00002929,2023-12-11,2023-12-16,6
FRLDLE00002930,2023-12-11,2023-12-16,6
FRLDLE00002931,2023-12-11,2023-12-16,6
FRLDLE00002932,2023-12-11,2023-12-16,6
FRLDLE00002933,2023-12-11,2023-12-16,6
FRLDLE00002934,2023-12-11,2023-12-16,6
FRLDLE00002935,2023-12-11,2023-12-16,6
FRLDLE00002936,2023-12-11,2023-12-16,6
FRLDLE00002939,2023-12-11,2023-12-25,15
FRLDLE00002940,2023-12-11,2023-12-25,15
FRLDLE00002941,2023-12-11,2023-12-25,15
FRLDLE00002942,2023-12-11,2023-12-25,15
FRLDLE00002943,2023-12-11,2023-12-25,15
FRLDLE00002944,2023-12-11,2023-12-25,15
FRLDLE00002945,2023-12-11,2023-12-25,15
FRLDLE00002946,2023-12-11,2023-12-25,15
FRLDLE00002947,2023-12-11,2023-12-25,15
FRLDLE00002948,2023-12-11,2023-12-25,15
FRLDLE00002949,2023-12-11,2023-12-16,6
FRLDLE00002950,2023-12-11,2023-12-16,6
FRLDLE00002951,2023-12-11,2023-12-16,6
FRLDLE00002952,2023-12-11,2023-12-16,6
FRLDLE00002953,2023-12-11,2023-12-16,6
FRLDLE00002954,2023-12-11,2023-12-16,6
FRLDLE00002955,2023-12-11,2023-12-16,6
FRLDLE00002956,2023-12-11,2023-12-16,6
FRLDLE00002967,2023-12-11,2023-12-25,15
FRLDLE00002968,2023-12-11,2023-12-25,15
FRLDLE00002975,2023-12-11,2023-12-25,15
FRLDLE00002976,2023-12-11,2023-12-25,15
FRLDLE00002979,2023-12-11,2023-12-25,15
FRLDLE00002980,2023-12-11,2023-12-25,15
FRLDLE00002983,2023-12-11,2023-12-25,15
FRLDLE00002984,2023-12-11,2023-12-25,15
FRLDLE00002985,2023-12-11,2023-12-25,15
FRLDLE00002986,2023-12-11,2023-12-25,15
FRLDLE00002987,2023-12-11,2023-12-25,15
FRLDLE00002988,2023-12-11,2023-12-25,15
FRLDLE00002989,2023-12-11,2023-12-25,15
FRLDLE00002990,2023-12-11,2023-12-25,15
